," ""Frames""","""Bytes""","""AVG""","""Frames_src""","""Bytes_src""","""AVG_src""","""Frames_dst""","""Bytes_dst""","""AVG_dst"""
55,1931,142141,154,985,77454,154,946,64687,154
56,1953,147818,180,1001,79766,180,952,68052,180
57,1996,150115,189,1022,82068,189,974,68047,189
58,2064,160606,179,1066,87342,179,998,73264,179
59,2004,152294,600,1031,83426,600,973,68868,600
60,2026,156990,663,1043,84970,663,983,72020,663
61,1955,146060,202,1000,79708,202,955,66352,202
62,1979,148424,656,1010,79804,656,969,68620,656
63,1988,151277,163,1019,82746,163,969,68531,163
64,2002,150298,198,1024,81107,198,978,69191,198
65,1891,137468,156,960,74565,156,931,62903,156
66,1933,143198,157,985,76938,157,948,66260,157
67,1894,137625,154,961,74614,154,933,63011,154
68,1944,143741,159,990,77230,159,954,66511,159
69,1897,139501,156,964,75785,156,933,63716,156
70,0,0,152,0,0,152,0,0,152
71,0,0,157,0,0,157,0,0,157
72,0,0,155,0,0,155,0,0,155
73,0,0,152,0,0,152,0,0,152
74,0,0,157,0,0,157,0,0,157
75,0,0,165,0,0,165,0,0,165
76,0,0,157,0,0,157,0,0,157
77,0,0,153,0,0,153,0,0,153
78,0,0,154,0,0,154,0,0,154
79,0,0,180,0,0,180,0,0,180
80,0,0,189,0,0,189,0,0,189
81,0,0,179,0,0,179,0,0,179
82,0,0,600,0,0,600,0,0,600
83,0,0,663,0,0,663,0,0,663
84,0,0,202,0,0,202,0,0,202
85,0,0,656,0,0,656,0,0,656
86,0,0,163,0,0,163,0,0,163
87,0,0,198,0,0,198,0,0,198
88,0,0,156,0,0,156,0,0,156
89,0,0,157,0,0,157,0,0,157
90,0,0,154,0,0,154,0,0,154
91,0,0,159,0,0,159,0,0,159
92,0,0,156,0,0,156,0,0,156
93,97,9420,152,57,5374,152,40,4046,152
94,130,17668,157,80,8839,157,50,8829,157
95,92,9035,155,55,5163,155,37,3872,155
96,129,17549,152,80,8839,152,49,8710,152
97,102,10632,157,60,6072,157,42,4560,157
98,132,18098,165,81,8952,165,51,9146,165
99,92,9092,157,54,5085,157,38,4007,157
100,130,17884,153,80,8877,153,50,9007,153
101,125,17231,154,77,8453,154,48,8778,154
102,96,9511,180,57,5495,180,39,4016,180
103,139,19230,189,84,9718,189,55,9512,189
104,125,17231,179,77,8453,179,48,8778,179
105,97,9666,600,55,5257,600,42,4409,600
106,127,17412,663,78,8625,663,49,8787,663
107,96,9414,202,57,5365,202,39,4049,202
108,132,18170,656,80,8877,656,52,9293,656
109,136,18626,163,84,9473,163,52,9153,163
110,93,9138,198,55,5257,198,38,3881,198
111,131,17807,156,80,8839,156,51,8968,156
112,94,9104,157,56,5202,157,38,3902,157
113,133,18008,154,81,8905,154,52,9103,154
114,123,17191,159,76,8541,159,47,8650,159
115,104,10789,156,61,6317,156,43,4472,156
116,456,39663,152,294,23484,152,162,16179,152
117,441,37133,157,286,22358,157,155,14775,157
118,451,38595,155,291,22800,155,160,15795,155
119,441,37133,152,286,22358,152,155,14775,152
120,455,38978,157,294,23060,157,161,15918,157
121,440,37087,165,285,22312,165,155,14775,165
122,457,39717,157,295,23538,157,162,16179,157
123,454,38725,153,293,22888,153,161,15837,153
124,437,36949,154,283,22216,154,154,14733,154
125,457,38839,180,294,22918,180,163,15921,180
126,439,37025,189,284,22250,189,155,14775,189
127,451,38587,179,291,22792,179,160,15795,179
128,590,60254,600,354,33503,600,236,26751,600
129,442,37351,663,287,22576,663,155,14775,663
130,457,39027,202,295,23148,202,162,15879,202
131,446,38381,656,289,23222,656,157,15159,656
132,453,38671,163,292,22834,163,161,15837,163
133,457,38886,198,293,23431,198,164,15455,198
134,462,40105,156,297,23224,156,165,16881,156
135,454,38725,157,293,22888,157,161,15837,157
136,439,37049,154,285,22316,154,154,14733,154
137,459,39801,159,296,23580,159,163,16221,159
138,442,37171,156,286,22354,156,156,14817,156
139,1186,81150,152,596,41796,152,590,39354,152
140,1183,82100,157,597,42171,157,586,39929,157
141,1195,81950,155,601,42138,155,594,39812,155
142,1187,81930,152,598,42042,152,589,39888,152
143,1196,83977,157,607,43363,157,589,40614,157
144,1198,82180,165,604,42276,165,594,39904,165
145,1191,81414,157,601,42075,157,590,39339,157
146,1187,81788,153,601,42159,153,586,39629,153
147,1194,82317,154,601,42222,154,593,40095,154
148,1185,82691,180,602,42639,180,583,40052,180
149,1211,82776,189,611,42649,189,600,40127,189
150,1270,91946,179,659,48201,179,611,43745,179
151,1411,108104,600,756,58011,600,655,50093,600
152,1432,111900,663,770,59796,663,662,52104,663
153,1279,90954,202,654,47229,202,625,43725,202
154,1308,97731,656,688,51583,656,620,46148,656
155,1369,104690,163,725,55248,163,644,49442,163
156,1361,101442,198,718,53778,198,643,47664,198
157,1187,82530,156,600,42414,156,587,40116,156
158,1177,81706,157,598,42147,157,579,39559,157
159,1176,81008,154,594,41676,154,582,39332,154
160,1178,81400,159,596,41938,159,582,39462,159
161,1172,80910,156,593,41616,156,579,39294,156
162,3350,1088653,152,2666,998604,152,684,90049,152
163,3265,1078759,157,2612,992824,157,653,85935,157
164,3474,1107724,155,2731,1008012,155,743,99712,155
165,3060,1051923,152,2504,982738,152,556,69185,152
166,3223,1071705,157,2592,988385,157,631,83320,157
167,3267,1078366,165,2611,993474,165,656,84892,165
168,3200,1075827,157,2573,997530,157,627,78297,157
169,3024,1045759,153,2480,979419,153,544,66340,153
170,3277,1071616,154,2621,984984,154,656,86632,154
171,3914,1169289,180,2971,1042985,180,943,126304,180
172,3948,1151216,189,2983,1018805,189,965,132411,189
173,3236,1069422,179,2588,985771,179,648,83651,179
174,3865,1472190,600,3162,1383314,600,703,88876,600
175,4924,1759498,663,3880,1612330,663,1044,147168,663
176,6680,1933715,202,4833,1664968,202,1847,268747,202
177,5043,1637994,656,3846,1471295,656,1197,166699,656
178,3256,1080782,163,2606,997180,163,650,83602,163
179,3243,1079399,198,2597,999219,198,646,80180,198
180,3116,1061180,156,2530,986512,156,586,74668,156
181,3025,1054644,157,2480,985550,157,545,69094,157
182,2998,1045594,154,2467,977972,154,531,67622,154
183,2867,1024074,159,2386,965428,159,481,58646,159
184,3051,1061383,156,2489,994725,156,562,66658,156
185,1317,173751,152,651,74611,152,666,99140,152
186,2012,368192,157,1036,132219,157,976,235973,157
187,1903,302598,155,941,127306,155,962,175292,155
188,1725,261398,152,929,106724,152,796,154674,152
189,1903,380303,157,933,118735,157,970,261568,157
190,2758,719770,165,1381,172074,165,1377,547696,165
191,1833,344598,157,927,112397,157,906,232201,157
192,1570,216884,153,792,92148,153,778,124736,153
193,1951,400766,154,972,117072,154,979,283694,154
194,1881,316366,180,903,119194,180,978,197172,180
195,2295,556468,189,1122,153023,189,1173,403445,189
196,1822,293406,179,936,114402,179,886,179004,179
197,1296,280880,600,664,83606,600,632,197274,600
198,2792,753574,663,1386,178168,663,1406,575406,663
199,1699,658335,202,827,101251,202,872,557084,202
200,390,118060,656,200,46469,656,190,71591,656
201,166,30801,163,94,8507,163,72,22294,163
202,1952,639505,198,1034,168208,198,918,471297,198
203,555,162433,156,301,47437,156,254,114996,156
204,206,35879,157,119,13968,157,87,21911,157
205,43,3513,154,29,2511,154,14,1002,154
206,804,224431,159,410,60194,159,394,164237,159
207,201,53082,156,113,12711,156,88,40371,156
208,290,50965,152,175,18885,152,115,32080,152
209,272,50042,157,169,18667,157,103,31375,157
210,268,49747,155,167,18531,155,101,31216,155
211,275,50161,152,170,18705,152,105,31456,152
212,282,50552,157,176,19105,157,106,31447,157
213,272,50621,165,167,18787,165,105,31834,165
214,278,50471,157,171,18771,157,107,31700,157
215,279,50234,153,173,18835,153,106,31399,153
216,277,50398,154,170,18739,154,107,31659,154
217,284,50810,180,173,18855,180,111,31955,180
218,275,50140,189,170,18657,189,105,31483,189
219,275,50586,179,170,18916,179,105,31670,179
220,484,92835,600,277,30002,600,207,62833,600
221,640,126542,663,361,39080,663,279,87462,663
222,397,75588,202,232,25430,202,165,50158,202
223,354,67060,656,211,23183,656,143,43877,656
224,274,50132,163,169,18639,163,105,31493,163
225,464,87120,198,266,28951,198,198,58169,198
226,271,50047,156,166,18401,156,105,31646,156
227,270,49736,157,168,18553,157,102,31183,157
228,273,49914,154,169,18599,154,104,31315,154
229,267,49658,159,163,18071,159,104,31587,159
230,276,50358,156,168,18553,156,108,31805,156
231,941,66707,152,503,34371,152,438,32336,152
232,930,64974,157,496,33291,157,434,31683,157
233,912,64309,155,489,33220,155,423,31089,155
234,903,64697,152,486,33515,152,417,31182,152
235,932,72505,157,501,35564,157,431,36941,157
236,914,64108,165,489,32985,165,425,31123,165
237,942,66415,157,504,34247,157,438,32168,157
238,954,66113,153,507,33855,153,447,32258,153
239,913,63668,154,488,32778,154,425,30890,154
240,2714,1377691,180,1535,1210984,180,1179,166707,180
241,2899,1498339,189,1614,1315896,189,1285,182443,189
242,2672,1158862,179,1458,986457,179,1214,172405,179
243,3108,1658031,600,1723,1463195,600,1385,194836,600
244,3921,2290927,663,2204,2033975,663,1717,256952,663
245,3026,1588402,202,1654,1407165,202,1372,181237,202
246,2694,1360270,656,1486,1203537,656,1208,156733,656
247,1478,499110,163,819,425991,163,659,73119,163
248,2310,1109449,198,1283,990342,198,1027,119107,198
249,985,79518,156,524,37310,156,461,42208,156
250,922,64641,157,493,33208,157,429,31433,157
251,938,64720,154,503,33403,154,435,31317,154
252,900,63469,159,482,32614,159,418,30855,159
253,898,62852,156,482,32484,156,416,30368,156
254,556,93397,152,251,48894,152,305,44503,152
255,561,89960,157,265,47949,157,296,42011,157
256,454,72551,155,217,38694,155,237,33857,155
257,548,89317,152,252,46896,152,296,42421,152
258,608,100455,157,276,52858,157,332,47597,157
259,641,108222,165,278,56192,165,363,52030,165
260,649,109113,157,283,56284,157,366,52829,157
261,637,107783,153,276,55772,153,361,52011,153
262,512,83346,154,239,43967,154,273,39379,154
263,572,91594,180,273,48571,180,299,43023,180
264,430,67611,189,212,36642,189,218,30969,189
265,645,106343,179,288,55506,179,357,50837,179
266,619,104136,600,271,54130,600,348,50006,600
267,394,60403,663,202,33067,663,192,27336,663
268,686,117884,202,286,60423,202,400,57461,202
269,558,88884,656,265,47516,656,293,41368,656
270,651,109705,163,283,56812,163,368,52893,163
271,449,70079,198,223,37768,198,226,32311,198
272,632,103079,156,297,54874,156,335,48205,156
273,430,68549,157,206,36451,157,224,32098,157
274,574,93727,154,265,49264,154,309,44463,154
275,644,108206,159,282,56165,159,362,52041,159
276,536,87927,156,250,46492,156,286,41435,156
277,0,0,152,0,0,152,0,0,152
278,0,0,157,0,0,157,0,0,157
279,0,0,155,0,0,155,0,0,155
280,0,0,152,0,0,152,0,0,152
281,0,0,157,0,0,157,0,0,157
282,0,0,165,0,0,165,0,0,165
283,0,0,157,0,0,157,0,0,157
284,0,0,153,0,0,153,0,0,153
285,0,0,154,0,0,154,0,0,154
286,0,0,180,0,0,180,0,0,180
287,0,0,189,0,0,189,0,0,189
288,204,46994,179,110,32639,179,94,14355,179
289,0,0,600,0,0,600,0,0,600
290,0,0,663,0,0,663,0,0,663
291,0,0,202,0,0,202,0,0,202
292,0,0,656,0,0,656,0,0,656
293,0,0,163,0,0,163,0,0,163
294,0,0,198,0,0,198,0,0,198
295,0,0,156,0,0,156,0,0,156
296,0,0,157,0,0,157,0,0,157
297,0,0,154,0,0,154,0,0,154
298,0,0,159,0,0,159,0,0,159
299,0,0,156,0,0,156,0,0,156
300,0,0,152,0,0,152,0,0,152
301,0,0,157,0,0,157,0,0,157
302,0,0,155,0,0,155,0,0,155
303,0,0,152,0,0,152,0,0,152
304,0,0,157,0,0,157,0,0,157
305,0,0,165,0,0,165,0,0,165
306,0,0,157,0,0,157,0,0,157
307,0,0,153,0,0,153,0,0,153
308,0,0,154,0,0,154,0,0,154
309,0,0,180,0,0,180,0,0,180
310,0,0,189,0,0,189,0,0,189
311,0,0,179,0,0,179,0,0,179
312,0,0,600,0,0,600,0,0,600
313,0,0,663,0,0,663,0,0,663
314,0,0,202,0,0,202,0,0,202
315,0,0,656,0,0,656,0,0,656
316,0,0,163,0,0,163,0,0,163
317,0,0,198,0,0,198,0,0,198
318,0,0,156,0,0,156,0,0,156
319,0,0,157,0,0,157,0,0,157
320,0,0,154,0,0,154,0,0,154
321,0,0,159,0,0,159,0,0,159
322,0,0,156,0,0,156,0,0,156
323,0,0,152,0,0,152,0,0,152
324,0,0,157,0,0,157,0,0,157
325,0,0,155,0,0,155,0,0,155
326,0,0,152,0,0,152,0,0,152
327,0,0,157,0,0,157,0,0,157
328,0,0,165,0,0,165,0,0,165
329,0,0,157,0,0,157,0,0,157
330,0,0,153,0,0,153,0,0,153
331,0,0,154,0,0,154,0,0,154
332,0,0,180,0,0,180,0,0,180
333,0,0,189,0,0,189,0,0,189
334,0,0,179,0,0,179,0,0,179
335,0,0,600,0,0,600,0,0,600
336,0,0,663,0,0,663,0,0,663
337,0,0,202,0,0,202,0,0,202
338,0,0,656,0,0,656,0,0,656
339,0,0,163,0,0,163,0,0,163
340,0,0,198,0,0,198,0,0,198
341,0,0,156,0,0,156,0,0,156
342,0,0,157,0,0,157,0,0,157
343,0,0,154,0,0,154,0,0,154
344,0,0,159,0,0,159,0,0,159
345,0,0,156,0,0,156,0,0,156
346,0,0,152,0,0,152,0,0,152
347,0,0,157,0,0,157,0,0,157
348,0,0,155,0,0,155,0,0,155
349,0,0,152,0,0,152,0,0,152
350,0,0,157,0,0,157,0,0,157
351,0,0,165,0,0,165,0,0,165
352,0,0,157,0,0,157,0,0,157
353,0,0,153,0,0,153,0,0,153
354,0,0,154,0,0,154,0,0,154
355,0,0,180,0,0,180,0,0,180
356,0,0,189,0,0,189,0,0,189
357,0,0,179,0,0,179,0,0,179
358,0,0,600,0,0,600,0,0,600
359,0,0,663,0,0,663,0,0,663
360,0,0,202,0,0,202,0,0,202
361,0,0,656,0,0,656,0,0,656
362,0,0,163,0,0,163,0,0,163
363,0,0,198,0,0,198,0,0,198
364,0,0,156,0,0,156,0,0,156
365,0,0,157,0,0,157,0,0,157
366,0,0,154,0,0,154,0,0,154
367,0,0,159,0,0,159,0,0,159
368,0,0,156,0,0,156,0,0,156
369,0,0,152,0,0,152,0,0,152
370,0,0,157,0,0,157,0,0,157
371,0,0,155,0,0,155,0,0,155
372,0,0,152,0,0,152,0,0,152
373,0,0,157,0,0,157,0,0,157
374,0,0,165,0,0,165,0,0,165
375,0,0,157,0,0,157,0,0,157
376,0,0,153,0,0,153,0,0,153
377,0,0,154,0,0,154,0,0,154
378,0,0,180,0,0,180,0,0,180
379,0,0,189,0,0,189,0,0,189
380,0,0,179,0,0,179,0,0,179
381,0,0,600,0,0,600,0,0,600
382,0,0,663,0,0,663,0,0,663
383,0,0,202,0,0,202,0,0,202
384,0,0,656,0,0,656,0,0,656
385,0,0,163,0,0,163,0,0,163
386,0,0,198,0,0,198,0,0,198
387,0,0,156,0,0,156,0,0,156
388,0,0,157,0,0,157,0,0,157
389,0,0,154,0,0,154,0,0,154
390,0,0,159,0,0,159,0,0,159
391,0,0,156,0,0,156,0,0,156
392,0,0,152,0,0,152,0,0,152
393,0,0,157,0,0,157,0,0,157
394,0,0,155,0,0,155,0,0,155
395,0,0,152,0,0,152,0,0,152
396,0,0,157,0,0,157,0,0,157
397,0,0,165,0,0,165,0,0,165
398,0,0,157,0,0,157,0,0,157
399,0,0,153,0,0,153,0,0,153
400,0,0,154,0,0,154,0,0,154
401,0,0,180,0,0,180,0,0,180
402,0,0,189,0,0,189,0,0,189
403,0,0,179,0,0,179,0,0,179
404,0,0,600,0,0,600,0,0,600
405,0,0,663,0,0,663,0,0,663
406,0,0,202,0,0,202,0,0,202
407,0,0,656,0,0,656,0,0,656
408,0,0,163,0,0,163,0,0,163
409,0,0,198,0,0,198,0,0,198
410,0,0,156,0,0,156,0,0,156
411,0,0,157,0,0,157,0,0,157
412,0,0,154,0,0,154,0,0,154
413,0,0,159,0,0,159,0,0,159
414,0,0,156,0,0,156,0,0,156
415,0,0,152,0,0,152,0,0,152
416,0,0,157,0,0,157,0,0,157
417,0,0,155,0,0,155,0,0,155
418,0,0,152,0,0,152,0,0,152
419,0,0,157,0,0,157,0,0,157
420,0,0,165,0,0,165,0,0,165
421,0,0,157,0,0,157,0,0,157
422,0,0,153,0,0,153,0,0,153
423,0,0,154,0,0,154,0,0,154
424,0,0,180,0,0,180,0,0,180
425,0,0,189,0,0,189,0,0,189
426,0,0,179,0,0,179,0,0,179
427,256,44341,600,148,12364,600,108,31977,600
428,430,98649,663,243,27071,663,187,71578,663
429,0,0,202,0,0,202,0,0,202
430,0,0,656,0,0,656,0,0,656
431,0,0,163,0,0,163,0,0,163
432,0,0,198,0,0,198,0,0,198
433,0,0,156,0,0,156,0,0,156
434,0,0,157,0,0,157,0,0,157
435,0,0,154,0,0,154,0,0,154
436,0,0,159,0,0,159,0,0,159
437,0,0,156,0,0,156,0,0,156
438,327,25680,152,241,20892,152,86,4788,152
439,361,28849,157,270,23550,157,91,5299,157
440,354,28178,155,264,23126,155,90,5052,155
441,347,27483,152,263,22730,152,84,4753,152
442,360,29694,157,263,23563,157,97,6131,157
443,347,27480,165,261,22692,165,86,4788,165
444,354,28908,157,263,23350,157,91,5558,157
445,348,27658,153,260,22714,153,88,4944,153
446,354,28407,154,263,23108,154,91,5299,154
447,356,28623,180,263,23216,180,93,5407,180
448,360,28828,189,268,23467,189,92,5361,189
449,364,29193,179,272,23816,179,92,5377,179
450,3528,2381501,600,1632,779688,600,1896,1601813,600
451,2109,599472,663,1178,371998,663,931,227474,663
452,751,185044,202,456,126920,202,295,58124,202
453,742,186066,656,451,127276,656,291,58790,656
454,363,29147,163,270,23587,163,93,5560,163
455,401,38467,198,286,27297,198,115,11170,198
456,341,27437,156,252,22294,156,89,5143,156
457,360,28849,157,268,23472,157,92,5377,157
458,357,28318,154,268,23296,154,89,5022,154
459,359,28653,159,270,23522,159,89,5131,159
460,348,27440,156,262,22547,156,86,4893,156
461,0,0,152,0,0,152,0,0,152
462,0,0,157,0,0,157,0,0,157
463,0,0,155,0,0,155,0,0,155
464,0,0,152,0,0,152,0,0,152
465,0,0,157,0,0,157,0,0,157
466,0,0,165,0,0,165,0,0,165
467,0,0,157,0,0,157,0,0,157
468,0,0,153,0,0,153,0,0,153
469,0,0,154,0,0,154,0,0,154
470,0,0,180,0,0,180,0,0,180
471,0,0,189,0,0,189,0,0,189
472,0,0,179,0,0,179,0,0,179
473,0,0,600,0,0,600,0,0,600
474,0,0,663,0,0,663,0,0,663
475,0,0,202,0,0,202,0,0,202
476,0,0,656,0,0,656,0,0,656
477,0,0,163,0,0,163,0,0,163
478,0,0,198,0,0,198,0,0,198
479,0,0,156,0,0,156,0,0,156
480,0,0,157,0,0,157,0,0,157
481,0,0,154,0,0,154,0,0,154
482,0,0,159,0,0,159,0,0,159
483,0,0,156,0,0,156,0,0,156
484,6878,762302,152,3442,530088,152,3436,232214,152
485,6876,764116,157,3441,531740,157,3435,232376,157
486,7004,776936,155,3505,540492,155,3499,236444,155
487,6945,770968,152,3475,536426,152,3470,234542,152
488,6986,776976,157,3496,540706,157,3490,236270,157
489,7026,778914,165,3516,541900,165,3510,237014,165
490,7261,808566,157,3634,563722,157,3627,244844,157
491,7627,853372,153,3816,596516,153,3811,256856,153
492,9861,1167592,154,4934,836692,154,4927,330900,154
493,13644,1647516,180,6825,1191784,180,6819,455732,180
494,17670,2456096,189,8862,1867726,189,8808,588370,189
495,16247,2276880,179,8141,1735150,179,8106,541730,179
496,19364,2868386,600,9715,2224028,600,9649,644358,600
497,15908,2164020,663,7980,1633910,663,7928,530110,663
498,19617,2499728,202,9815,1847404,202,9802,652324,202
499,13084,1802716,656,6574,1365812,656,6510,436904,656
500,8962,1018110,163,4484,716812,163,4478,301298,163
501,9530,1219144,198,4780,899612,198,4750,319532,198
502,7414,847550,156,3710,597128,156,3704,250422,156
503,6918,769436,157,3465,535752,157,3453,233684,157
504,7002,777656,154,3504,541170,154,3498,236486,154
505,6912,767176,159,3459,533624,159,3453,233552,159
506,6955,788626,156,3480,553004,156,3475,235622,156
507,0,0,152,0,0,152,0,0,152
508,0,0,157,0,0,157,0,0,157
509,0,0,155,0,0,155,0,0,155
510,0,0,152,0,0,152,0,0,152
511,0,0,157,0,0,157,0,0,157
512,0,0,165,0,0,165,0,0,165
513,0,0,157,0,0,157,0,0,157
514,0,0,153,0,0,153,0,0,153
515,0,0,154,0,0,154,0,0,154
516,0,0,180,0,0,180,0,0,180
517,0,0,189,0,0,189,0,0,189
518,0,0,179,0,0,179,0,0,179
519,0,0,600,0,0,600,0,0,600
520,0,0,663,0,0,663,0,0,663
521,0,0,202,0,0,202,0,0,202
522,0,0,656,0,0,656,0,0,656
523,0,0,163,0,0,163,0,0,163
524,0,0,198,0,0,198,0,0,198
525,0,0,156,0,0,156,0,0,156
526,0,0,157,0,0,157,0,0,157
527,0,0,154,0,0,154,0,0,154
528,0,0,159,0,0,159,0,0,159
529,0,0,156,0,0,156,0,0,156
530,3275,803935,152,1628,158373,152,1647,645562,152
531,3263,826224,157,1619,157369,157,1644,668855,157
532,3597,912156,155,1773,172229,155,1824,739927,155
533,2997,734780,152,1495,145803,152,1502,588977,152
534,6888,1352599,157,3452,341345,157,3436,1011254,157
535,3031,743037,165,1516,147128,165,1515,595909,165
536,3334,836917,157,1663,161192,157,1671,675725,157
537,3439,860530,153,1704,165530,153,1735,695000,153
538,3017,749586,154,1500,145479,154,1517,604107,154
539,3280,787887,180,1634,159584,180,1646,628303,180
540,3299,841782,189,1635,158278,189,1664,683504,189
541,2984,732685,179,1498,145490,179,1486,587195,179
542,4520,1292663,600,2276,345569,600,2244,947094,600
543,4410,1283058,663,2239,281153,663,2171,1001905,663
544,4555,1298831,202,2300,269582,202,2255,1029249,202
545,4454,1333539,656,2236,422504,656,2218,911035,656
546,6845,1341227,163,3436,340420,163,3409,1000807,163
547,3396,860669,198,1693,217110,198,1703,643559,198
548,2896,708867,156,1447,150929,156,1449,557938,156
549,3529,894240,157,1741,169952,157,1788,724288,157
550,3166,803872,154,1570,152910,154,1596,650962,154
551,3098,784696,159,1544,150320,159,1554,634376,159
552,3361,832171,156,1663,163065,156,1698,669106,156
553,2586,661761,152,1392,547754,152,1194,114007,152
554,2583,686126,157,1392,572297,157,1191,113829,157
555,2902,765304,155,1568,637809,155,1334,127495,155
556,2317,594806,152,1253,492869,152,1064,101937,152
557,6233,1221511,157,3221,926800,157,3012,294711,157
558,2338,601156,165,1263,498278,165,1075,102878,165
559,2582,682400,157,1395,568970,157,1187,113430,157
560,2775,723762,153,1498,601613,153,1277,122149,153
561,2423,626130,154,1315,520167,154,1108,105963,154
562,2454,616680,180,1328,508404,180,1126,108276,180
563,2677,712687,189,1447,595749,189,1230,116938,189
564,2334,599936,179,1260,497124,179,1074,102812,179
565,2770,725621,600,1504,604384,600,1266,121237,600
566,2432,631392,663,1314,524434,663,1118,106958,663
567,2719,703738,202,1464,583829,202,1255,119909,202
568,2498,652176,656,1354,542730,656,1144,109446,656
569,6197,1216560,163,3198,917882,163,2999,298678,163
570,2518,636976,198,1362,525988,198,1156,110988,198
571,2196,550604,156,1191,454248,156,1005,96356,156
572,2862,750640,157,1544,624702,157,1318,125938,157
573,2549,671823,154,1375,560009,154,1174,111814,154
574,2525,662214,159,1364,551288,159,1161,110926,159
575,2614,672376,156,1406,556643,156,1208,115733,156
576,0,0,152,0,0,152,0,0,152
577,0,0,157,0,0,157,0,0,157
578,0,0,155,0,0,155,0,0,155
579,0,0,152,0,0,152,0,0,152
580,0,0,157,0,0,157,0,0,157
581,0,0,165,0,0,165,0,0,165
582,0,0,157,0,0,157,0,0,157
583,0,0,153,0,0,153,0,0,153
584,0,0,154,0,0,154,0,0,154
585,0,0,180,0,0,180,0,0,180
586,0,0,189,0,0,189,0,0,189
587,0,0,179,0,0,179,0,0,179
588,0,0,600,0,0,600,0,0,600
589,0,0,663,0,0,663,0,0,663
590,0,0,202,0,0,202,0,0,202
591,0,0,656,0,0,656,0,0,656
592,0,0,163,0,0,163,0,0,163
593,59,7237,198,33,3469,198,26,3768,198
594,0,0,156,0,0,156,0,0,156
595,0,0,157,0,0,157,0,0,157
596,0,0,154,0,0,154,0,0,154
597,0,0,159,0,0,159,0,0,159
598,0,0,156,0,0,156,0,0,156
599,0,0,152,0,0,152,0,0,152
600,0,0,157,0,0,157,0,0,157
601,0,0,155,0,0,155,0,0,155
602,0,0,152,0,0,152,0,0,152
603,0,0,157,0,0,157,0,0,157
604,0,0,165,0,0,165,0,0,165
605,0,0,157,0,0,157,0,0,157
606,0,0,153,0,0,153,0,0,153
607,0,0,154,0,0,154,0,0,154
608,0,0,180,0,0,180,0,0,180
609,0,0,189,0,0,189,0,0,189
610,0,0,179,0,0,179,0,0,179
611,3029,842463,600,1575,319059,600,1454,523404,600
612,12237,7808103,663,5077,873795,663,7160,6934308,663
613,0,0,202,0,0,202,0,0,202
614,4523,1648602,656,2398,478974,656,2125,1169628,656
615,0,0,163,0,0,163,0,0,163
616,0,0,198,0,0,198,0,0,198
617,0,0,156,0,0,156,0,0,156
618,0,0,157,0,0,157,0,0,157
619,0,0,154,0,0,154,0,0,154
620,0,0,159,0,0,159,0,0,159
621,0,0,156,0,0,156,0,0,156
622,0,0,152,0,0,152,0,0,152
623,0,0,157,0,0,157,0,0,157
624,0,0,155,0,0,155,0,0,155
625,0,0,152,0,0,152,0,0,152
626,0,0,157,0,0,157,0,0,157
627,0,0,165,0,0,165,0,0,165
628,0,0,157,0,0,157,0,0,157
629,0,0,153,0,0,153,0,0,153
630,0,0,154,0,0,154,0,0,154
631,0,0,180,0,0,180,0,0,180
632,0,0,189,0,0,189,0,0,189
633,0,0,179,0,0,179,0,0,179
634,80507,65321000,600,31612,5778265,600,48895,59542735,600
635,94964,80926887,663,34990,4569684,663,59974,76357203,663
636,7236,2171186,202,4311,1105123,202,2925,1066063,202
637,72946,64217066,656,26289,3320886,656,46657,60896180,656
638,0,0,163,0,0,163,0,0,163
639,0,0,198,0,0,198,0,0,198
640,0,0,156,0,0,156,0,0,156
641,0,0,157,0,0,157,0,0,157
642,0,0,154,0,0,154,0,0,154
643,0,0,159,0,0,159,0,0,159
644,0,0,156,0,0,156,0,0,156
645,2206,241626,152,1315,147184,152,891,94442,152
646,2151,236210,157,1292,146165,157,859,90045,157
647,2253,243054,155,1349,149726,155,904,93328,155
648,2141,227026,152,1286,143360,152,855,83666,152
649,2083,228221,157,1256,138816,157,827,89405,157
650,2221,259143,165,1332,159094,165,889,100049,165
651,2185,240806,157,1315,146752,157,870,94054,157
652,2134,228699,153,1275,142550,153,859,86149,153
653,2140,231327,154,1282,141119,154,858,90208,154
654,2238,244058,180,1341,149752,180,897,94306,180
655,2244,244501,189,1342,149911,189,902,94590,189
656,2181,240986,179,1308,146441,179,873,94545,179
657,2262,252169,600,1355,157681,600,907,94488,600
658,2097,216406,663,1251,136462,663,846,79944,663
659,2226,241218,202,1331,148396,202,895,92822,202
660,2296,250941,656,1368,153661,656,928,97280,656
661,2204,241010,163,1311,147306,163,893,93704,163
662,2219,241528,198,1333,148509,198,886,93019,198
663,2269,247836,156,1347,150884,156,922,96952,156
664,2091,230576,157,1258,139283,157,833,91293,157
665,2308,249729,154,1374,152970,154,934,96759,154
666,2198,244506,159,1318,149171,159,880,95335,159
667,2157,230560,156,1296,145012,156,861,85548,156
668,2299,249244,152,1376,150815,152,923,98429,152
669,2171,234906,169,1301,146024,169,870,88882,169
670,2269,258280,154,1362,159377,154,907,98903,154
671,2265,244978,154,1354,149968,154,911,95010,154
672,2292,240782,153,1353,149465,153,939,91317,153
673,2098,222941,154,1264,138578,154,834,84363,154
674,2166,236902,155,1303,146168,155,863,90734,155
