," ""Frames""","""Bytes""","""AVG""","""Frames_src""","""Bytes_src""","""AVG_src""","""Frames_dst""","""Bytes_dst""","""AVG_dst"""
675,4078,432382,200,2363,238093,200,1715,194289,200
676,2245,248545,155,1347,150582,155,898,97963,155
677,2192,240361,155,1312,147389,155,880,92972,155
678,2063,217231,165,1236,135362,165,827,81869,165
679,2215,243663,159,1336,150503,159,879,93160,159
680,60822,52022332,682,19306,1365976,682,41516,50656356,682
681,72020,60853492,692,23207,1616376,692,48813,59237116,692
682,75971,64281947,699,24168,1651492,699,51803,62630455,699
683,58513,49683845,675,18997,2140493,675,39516,47543352,675
684,2316,248687,154,1331,149475,154,985,99212,154
685,2197,236155,154,1277,143356,154,920,92799,154
686,2189,244249,160,1274,147282,160,915,96967,160
687,2300,252474,162,1337,151679,162,963,100795,162
688,2261,250571,153,1312,149146,153,949,101425,153
689,2333,254758,153,1345,152336,153,988,102422,153
690,2158,224327,154,1253,139244,154,905,85083,154
691,0,0,152,0,0,152,0,0,152
692,0,0,169,0,0,169,0,0,169
693,0,0,154,0,0,154,0,0,154
694,0,0,154,0,0,154,0,0,154
695,0,0,153,0,0,153,0,0,153
696,0,0,154,0,0,154,0,0,154
697,0,0,155,0,0,155,0,0,155
698,0,0,200,0,0,200,0,0,200
699,0,0,155,0,0,155,0,0,155
700,0,0,155,0,0,155,0,0,155
701,0,0,165,0,0,165,0,0,165
702,0,0,159,0,0,159,0,0,159
703,0,0,682,0,0,682,0,0,682
704,0,0,692,0,0,692,0,0,692
705,0,0,699,0,0,699,0,0,699
706,0,0,675,0,0,675,0,0,675
707,0,0,154,0,0,154,0,0,154
708,0,0,154,0,0,154,0,0,154
709,0,0,160,0,0,160,0,0,160
710,0,0,162,0,0,162,0,0,162
711,0,0,153,0,0,153,0,0,153
712,0,0,153,0,0,153,0,0,153
713,0,0,154,0,0,154,0,0,154
714,0,0,152,0,0,152,0,0,152
715,0,0,169,0,0,169,0,0,169
716,0,0,154,0,0,154,0,0,154
717,0,0,154,0,0,154,0,0,154
718,0,0,153,0,0,153,0,0,153
719,0,0,154,0,0,154,0,0,154
720,0,0,155,0,0,155,0,0,155
721,0,0,200,0,0,200,0,0,200
722,0,0,155,0,0,155,0,0,155
723,0,0,155,0,0,155,0,0,155
724,0,0,165,0,0,165,0,0,165
725,0,0,159,0,0,159,0,0,159
726,0,0,682,0,0,682,0,0,682
727,0,0,692,0,0,692,0,0,692
728,0,0,699,0,0,699,0,0,699
729,0,0,675,0,0,675,0,0,675
730,0,0,154,0,0,154,0,0,154
731,0,0,154,0,0,154,0,0,154
732,0,0,160,0,0,160,0,0,160
733,0,0,162,0,0,162,0,0,162
734,0,0,153,0,0,153,0,0,153
735,0,0,153,0,0,153,0,0,153
736,0,0,154,0,0,154,0,0,154
737,3070,760525,152,1529,149674,152,1541,610851,152
738,3329,828641,169,1652,161162,169,1677,667479,169
739,3107,776396,154,1536,150912,154,1571,625484,154
740,3319,830979,154,1647,160895,154,1672,670084,154
741,6805,1354447,153,3388,336872,153,3417,1017575,153
742,3339,828577,154,1658,161861,154,1681,666716,154
743,3289,827101,155,1634,159755,155,1655,667346,155
744,3014,736760,200,1528,158062,200,1486,578698,200
745,3118,769628,155,1549,151080,155,1569,618548,155
746,3039,758160,155,1515,148006,155,1524,610154,155
747,2898,712520,165,1445,141302,165,1453,571218,165
748,3420,863729,159,1743,200479,159,1677,663250,159
749,2972,732404,682,1489,151310,682,1483,581094,682
750,3132,769644,692,1552,152160,692,1580,617484,692
751,3264,836743,699,1616,157426,699,1648,679317,699
752,2797,682794,675,1399,136846,675,1398,545948,675
753,5058,1066950,154,2516,250930,154,2542,816020,154
754,3077,769767,154,1524,149335,154,1553,620432,154
755,3611,945032,160,1781,182638,160,1830,762394,160
756,3150,777825,162,1564,152721,162,1586,625104,162
757,3101,778804,153,1538,150276,153,1563,628528,153
758,3250,802707,153,1612,158098,153,1638,644609,153
759,3121,789838,154,1553,151448,154,1568,638390,154
760,2369,610870,152,1280,506630,152,1089,104240,152
761,2660,687744,169,1432,570142,169,1228,117602,169
762,2390,620860,154,1295,515826,154,1095,105034,154
763,2695,698274,154,1455,579442,154,1240,118832,154
764,6128,1209438,153,3176,920922,153,2952,288516,153
765,2644,682412,154,1422,565445,154,1222,116967,154
766,2532,666073,155,1365,555036,155,1167,111037,155
767,2467,617791,200,1356,505075,200,1111,112716,200
768,2539,646886,155,1367,534484,155,1172,112402,155
769,2391,620630,155,1292,515380,155,1099,105250,155
770,2280,580496,165,1233,480190,165,1047,100306,165
771,2779,724830,159,1551,607659,159,1228,117171,159
772,2321,592990,682,1267,492071,682,1054,100919,682
773,2507,637130,692,1357,526458,692,1150,110672,692
774,2632,702100,699,1419,586198,699,1213,115902,699
775,2204,558788,675,1188,461308,675,1016,97480,675
776,4448,942991,154,2343,732647,154,2105,210344,154
777,2414,626116,154,1306,520077,154,1108,106039,154
778,2866,779216,160,1550,653619,160,1316,125597,160
779,2570,653004,162,1391,540045,162,1179,112959,162
780,2464,641988,153,1335,534066,153,1129,107922,153
781,2565,657314,153,1381,543582,153,1184,113732,153
782,2496,660068,154,1345,549834,154,1151,110234,154
783,0,0,152,0,0,152,0,0,152
784,0,0,169,0,0,169,0,0,169
785,0,0,154,0,0,154,0,0,154
786,0,0,154,0,0,154,0,0,154
787,0,0,153,0,0,153,0,0,153
788,0,0,154,0,0,154,0,0,154
789,0,0,155,0,0,155,0,0,155
790,0,0,200,0,0,200,0,0,200
791,0,0,155,0,0,155,0,0,155
792,0,0,155,0,0,155,0,0,155
793,0,0,165,0,0,165,0,0,165
794,0,0,159,0,0,159,0,0,159
795,0,0,682,0,0,682,0,0,682
796,0,0,692,0,0,692,0,0,692
797,0,0,699,0,0,699,0,0,699
798,0,0,675,0,0,675,0,0,675
799,0,0,154,0,0,154,0,0,154
800,0,0,154,0,0,154,0,0,154
801,0,0,160,0,0,160,0,0,160
802,0,0,162,0,0,162,0,0,162
803,0,0,153,0,0,153,0,0,153
804,0,0,153,0,0,153,0,0,153
805,0,0,154,0,0,154,0,0,154
806,0,0,152,0,0,152,0,0,152
807,0,0,169,0,0,169,0,0,169
808,0,0,154,0,0,154,0,0,154
809,0,0,154,0,0,154,0,0,154
810,0,0,153,0,0,153,0,0,153
811,0,0,154,0,0,154,0,0,154
812,0,0,155,0,0,155,0,0,155
813,0,0,200,0,0,200,0,0,200
814,0,0,155,0,0,155,0,0,155
815,0,0,155,0,0,155,0,0,155
816,0,0,165,0,0,165,0,0,165
817,0,0,159,0,0,159,0,0,159
818,0,0,682,0,0,682,0,0,682
819,0,0,692,0,0,692,0,0,692
820,0,0,699,0,0,699,0,0,699
821,0,0,675,0,0,675,0,0,675
822,0,0,154,0,0,154,0,0,154
823,0,0,154,0,0,154,0,0,154
824,0,0,160,0,0,160,0,0,160
825,0,0,162,0,0,162,0,0,162
826,0,0,153,0,0,153,0,0,153
827,0,0,153,0,0,153,0,0,153
828,0,0,154,0,0,154,0,0,154
829,6892,762572,152,3449,530112,152,3443,232460,152
830,6832,757406,169,3419,526554,169,3413,230852,169
831,6817,757442,154,3411,526774,154,3406,230668,154
832,6932,768592,154,3469,534582,154,3463,234010,154
833,6932,767502,153,3469,533398,153,3463,234104,153
834,7102,788332,154,3554,548714,154,3548,239618,154
835,6980,775532,155,3493,539856,155,3487,235676,155
836,6037,1640262,200,3153,1421465,200,2884,218797,200
837,5924,662932,155,2965,461852,155,2959,201080,155
838,6352,711872,155,3179,496584,155,3173,215288,155
839,6278,704826,165,3142,492400,165,3136,212426,165
840,7600,850554,159,3803,594488,159,3797,256066,159
841,7254,808658,682,3630,563736,682,3624,244922,682
842,7224,813838,692,3615,569882,692,3609,243956,692
843,7552,843268,699,3779,588942,699,3773,254326,699
844,7020,778028,675,3513,541380,675,3507,236648,675
845,6874,761720,154,3440,529554,154,3434,232166,154
846,7110,788432,154,3558,548466,154,3552,239966,154
847,7127,823202,160,3568,582154,160,3559,241048,160
848,6912,769012,162,3459,535280,162,3453,233732,162
849,6736,745290,153,3371,517870,153,3365,227420,153
850,6882,764312,153,3444,531750,153,3438,232562,153
851,6902,765218,154,3454,532152,154,3448,233066,154
852,363,29151,152,269,23666,152,94,5485,152
853,339,26826,169,254,22116,169,85,4710,169
854,351,27959,154,265,23050,154,86,4909,154
855,352,28297,154,264,23232,154,88,5065,154
856,347,28193,153,254,22519,153,93,5674,153
857,359,28745,154,268,23458,154,91,5287,154
858,351,27677,155,266,22882,155,85,4795,155
859,560,68456,200,391,40261,200,169,28195,200
860,338,26448,155,255,21894,155,83,4554,155
861,364,29418,155,274,23962,155,90,5456,155
862,359,28659,165,271,23497,165,88,5162,165
863,341,26964,159,255,22176,159,86,4788,159
864,368,29563,682,277,24312,682,91,5251,682
865,367,29485,692,276,24186,692,91,5299,692
866,371,29480,699,281,24428,699,90,5052,699
867,367,29734,675,280,24476,675,87,5258,675
868,373,30075,154,282,24671,154,91,5404,154
869,410,38384,154,297,27575,154,113,10809,154
870,350,27612,160,265,22902,160,85,4710,160
871,371,29875,162,279,24498,162,92,5377,162
872,370,29657,153,283,24520,153,87,5137,153
873,369,29753,153,274,24190,153,95,5563,153
874,358,28825,154,265,23277,154,93,5548,154
875,0,0,152,0,0,152,0,0,152
876,0,0,169,0,0,169,0,0,169
877,0,0,154,0,0,154,0,0,154
878,0,0,154,0,0,154,0,0,154
879,0,0,153,0,0,153,0,0,153
880,0,0,154,0,0,154,0,0,154
881,0,0,155,0,0,155,0,0,155
882,0,0,200,0,0,200,0,0,200
883,0,0,155,0,0,155,0,0,155
884,0,0,155,0,0,155,0,0,155
885,0,0,165,0,0,165,0,0,165
886,0,0,159,0,0,159,0,0,159
887,0,0,682,0,0,682,0,0,682
888,0,0,692,0,0,692,0,0,692
889,0,0,699,0,0,699,0,0,699
890,0,0,675,0,0,675,0,0,675
891,0,0,154,0,0,154,0,0,154
892,0,0,154,0,0,154,0,0,154
893,0,0,160,0,0,160,0,0,160
894,0,0,162,0,0,162,0,0,162
895,0,0,153,0,0,153,0,0,153
896,0,0,153,0,0,153,0,0,153
897,0,0,154,0,0,154,0,0,154
898,0,0,152,0,0,152,0,0,152
899,0,0,169,0,0,169,0,0,169
900,0,0,154,0,0,154,0,0,154
901,0,0,154,0,0,154,0,0,154
902,0,0,153,0,0,153,0,0,153
903,0,0,154,0,0,154,0,0,154
904,0,0,155,0,0,155,0,0,155
905,0,0,200,0,0,200,0,0,200
906,0,0,155,0,0,155,0,0,155
907,0,0,155,0,0,155,0,0,155
908,0,0,165,0,0,165,0,0,165
909,0,0,159,0,0,159,0,0,159
910,0,0,682,0,0,682,0,0,682
911,0,0,692,0,0,692,0,0,692
912,0,0,699,0,0,699,0,0,699
913,0,0,675,0,0,675,0,0,675
914,0,0,154,0,0,154,0,0,154
915,0,0,154,0,0,154,0,0,154
916,0,0,160,0,0,160,0,0,160
917,0,0,162,0,0,162,0,0,162
918,0,0,153,0,0,153,0,0,153
919,0,0,153,0,0,153,0,0,153
920,0,0,154,0,0,154,0,0,154
921,0,0,152,0,0,152,0,0,152
922,0,0,169,0,0,169,0,0,169
923,0,0,154,0,0,154,0,0,154
924,0,0,154,0,0,154,0,0,154
925,0,0,153,0,0,153,0,0,153
926,0,0,154,0,0,154,0,0,154
927,0,0,155,0,0,155,0,0,155
928,0,0,200,0,0,200,0,0,200
929,0,0,155,0,0,155,0,0,155
930,0,0,155,0,0,155,0,0,155
931,0,0,165,0,0,165,0,0,165
932,0,0,159,0,0,159,0,0,159
933,0,0,682,0,0,682,0,0,682
934,0,0,692,0,0,692,0,0,692
935,0,0,699,0,0,699,0,0,699
936,0,0,675,0,0,675,0,0,675
937,0,0,154,0,0,154,0,0,154
938,0,0,154,0,0,154,0,0,154
939,0,0,160,0,0,160,0,0,160
940,0,0,162,0,0,162,0,0,162
941,0,0,153,0,0,153,0,0,153
942,0,0,153,0,0,153,0,0,153
943,0,0,154,0,0,154,0,0,154
944,0,0,152,0,0,152,0,0,152
945,0,0,169,0,0,169,0,0,169
946,0,0,154,0,0,154,0,0,154
947,0,0,154,0,0,154,0,0,154
948,0,0,153,0,0,153,0,0,153
949,0,0,154,0,0,154,0,0,154
950,0,0,155,0,0,155,0,0,155
951,0,0,200,0,0,200,0,0,200
952,0,0,155,0,0,155,0,0,155
953,0,0,155,0,0,155,0,0,155
954,0,0,165,0,0,165,0,0,165
955,0,0,159,0,0,159,0,0,159
956,0,0,682,0,0,682,0,0,682
957,0,0,692,0,0,692,0,0,692
958,0,0,699,0,0,699,0,0,699
959,0,0,675,0,0,675,0,0,675
960,0,0,154,0,0,154,0,0,154
961,0,0,154,0,0,154,0,0,154
962,0,0,160,0,0,160,0,0,160
963,0,0,162,0,0,162,0,0,162
964,0,0,153,0,0,153,0,0,153
965,0,0,153,0,0,153,0,0,153
966,0,0,154,0,0,154,0,0,154
967,0,0,152,0,0,152,0,0,152
968,0,0,169,0,0,169,0,0,169
969,0,0,154,0,0,154,0,0,154
970,0,0,154,0,0,154,0,0,154
971,0,0,153,0,0,153,0,0,153
972,0,0,154,0,0,154,0,0,154
973,0,0,155,0,0,155,0,0,155
974,0,0,200,0,0,200,0,0,200
975,0,0,155,0,0,155,0,0,155
976,0,0,155,0,0,155,0,0,155
977,0,0,165,0,0,165,0,0,165
978,0,0,159,0,0,159,0,0,159
979,0,0,682,0,0,682,0,0,682
980,0,0,692,0,0,692,0,0,692
981,0,0,699,0,0,699,0,0,699
982,0,0,675,0,0,675,0,0,675
983,0,0,154,0,0,154,0,0,154
984,0,0,154,0,0,154,0,0,154
985,0,0,160,0,0,160,0,0,160
986,0,0,162,0,0,162,0,0,162
987,0,0,153,0,0,153,0,0,153
988,0,0,153,0,0,153,0,0,153
989,0,0,154,0,0,154,0,0,154
990,0,0,152,0,0,152,0,0,152
991,0,0,169,0,0,169,0,0,169
992,0,0,154,0,0,154,0,0,154
993,0,0,154,0,0,154,0,0,154
994,0,0,153,0,0,153,0,0,153
995,0,0,154,0,0,154,0,0,154
996,0,0,155,0,0,155,0,0,155
997,0,0,200,0,0,200,0,0,200
998,0,0,155,0,0,155,0,0,155
999,0,0,155,0,0,155,0,0,155
1000,0,0,165,0,0,165,0,0,165
1001,0,0,159,0,0,159,0,0,159
1002,0,0,682,0,0,682,0,0,682
1003,0,0,692,0,0,692,0,0,692
1004,0,0,699,0,0,699,0,0,699
1005,0,0,675,0,0,675,0,0,675
1006,0,0,154,0,0,154,0,0,154
1007,0,0,154,0,0,154,0,0,154
1008,0,0,160,0,0,160,0,0,160
1009,0,0,162,0,0,162,0,0,162
1010,0,0,153,0,0,153,0,0,153
1011,0,0,153,0,0,153,0,0,153
1012,0,0,154,0,0,154,0,0,154
1013,0,0,152,0,0,152,0,0,152
1014,0,0,169,0,0,169,0,0,169
1015,0,0,154,0,0,154,0,0,154
1016,0,0,154,0,0,154,0,0,154
1017,0,0,153,0,0,153,0,0,153
1018,0,0,154,0,0,154,0,0,154
1019,0,0,155,0,0,155,0,0,155
1020,0,0,200,0,0,200,0,0,200
1021,0,0,155,0,0,155,0,0,155
1022,0,0,155,0,0,155,0,0,155
1023,0,0,165,0,0,165,0,0,165
1024,0,0,159,0,0,159,0,0,159
1025,0,0,682,0,0,682,0,0,682
1026,0,0,692,0,0,692,0,0,692
1027,0,0,699,0,0,699,0,0,699
1028,0,0,675,0,0,675,0,0,675
1029,0,0,154,0,0,154,0,0,154
1030,0,0,154,0,0,154,0,0,154
1031,0,0,160,0,0,160,0,0,160
1032,0,0,162,0,0,162,0,0,162
1033,0,0,153,0,0,153,0,0,153
1034,0,0,153,0,0,153,0,0,153
1035,0,0,154,0,0,154,0,0,154
1036,0,0,152,0,0,152,0,0,152
1037,0,0,169,0,0,169,0,0,169
1038,0,0,154,0,0,154,0,0,154
1039,0,0,154,0,0,154,0,0,154
1040,0,0,153,0,0,153,0,0,153
1041,0,0,154,0,0,154,0,0,154
1042,0,0,155,0,0,155,0,0,155
1043,0,0,200,0,0,200,0,0,200
1044,0,0,155,0,0,155,0,0,155
1045,0,0,155,0,0,155,0,0,155
1046,289,70774,165,154,52157,165,135,18617,165
1047,0,0,159,0,0,159,0,0,159
1048,0,0,682,0,0,682,0,0,682
1049,0,0,692,0,0,692,0,0,692
1050,0,0,699,0,0,699,0,0,699
1051,0,0,675,0,0,675,0,0,675
1052,0,0,154,0,0,154,0,0,154
1053,0,0,154,0,0,154,0,0,154
1054,0,0,160,0,0,160,0,0,160
1055,0,0,162,0,0,162,0,0,162
1056,0,0,153,0,0,153,0,0,153
1057,0,0,153,0,0,153,0,0,153
1058,0,0,154,0,0,154,0,0,154
1059,489,76790,152,237,41177,152,252,35613,152
1060,618,102801,169,280,53480,169,338,49321,169
1061,608,98290,154,285,51819,154,323,46471,154
1062,638,105640,154,285,55301,154,353,50339,154
1063,543,89108,153,250,46829,153,293,42279,153
1064,610,102117,154,270,53394,154,340,48723,154
1065,684,117481,155,285,60155,155,399,57326,155
1066,577,94481,200,262,49162,200,315,45319,200
1067,547,89263,155,252,46884,155,295,42379,155
1068,565,90228,155,270,47723,155,295,42505,155
1069,564,94145,165,249,48942,165,315,45203,165
1070,558,90192,159,266,47779,159,292,42413,159
1071,662,111913,682,288,58138,682,374,53775,682
1072,598,98628,692,271,51581,692,327,47047,692
1073,439,69729,699,211,37100,699,228,32629,699
1074,618,100234,675,289,52637,675,329,47597,675
1075,657,112430,154,276,57660,154,381,54770,154
1076,507,78794,154,255,42725,154,252,36069,154
1077,339,53737,160,180,29526,160,159,24211,160
1078,498,77486,162,239,41569,162,259,35917,162
1079,600,96771,153,279,50994,153,321,45777,153
1080,549,90056,153,253,47311,153,296,42745,153
1081,591,97033,154,269,51076,154,322,45957,154
1082,936,64931,152,501,33439,152,435,31492,152
1083,922,64181,169,493,32981,169,429,31200,169
1084,907,62167,154,485,31989,154,422,30178,154
1085,913,63931,154,488,32840,154,425,31091,154
1086,941,70660,153,504,34608,153,437,36052,153
1087,941,65847,154,504,33949,154,437,31898,154
1088,927,64511,155,494,33046,155,433,31465,155
1089,1210,147349,200,657,76608,200,553,70741,200
1090,875,61819,155,469,31757,155,406,30062,155
1091,873,62115,155,469,31975,155,404,30140,155
1092,1330,339778,165,715,274631,165,615,65147,165
1093,1083,186421,159,598,142347,159,485,44074,159
1094,949,66245,682,520,35279,682,429,30966,682
1095,935,66299,692,515,35320,692,420,30979,692
1096,942,65986,699,515,34928,699,427,31058,699
1097,935,65493,675,510,34613,675,425,30880,675
1098,963,74725,154,533,37825,154,430,36900,154
1099,985,80746,154,540,39526,154,445,41220,154
1100,929,66192,160,511,35223,160,418,30969,160
1101,945,66122,162,520,35375,162,425,30747,162
1102,932,65759,153,514,35025,153,418,30734,153
1103,925,66145,153,509,35071,153,416,31074,153
1104,962,68358,154,527,36075,154,435,32283,154
1105,289,50790,152,175,18925,152,114,31865,152
1106,299,52941,169,182,19715,169,117,33226,169
1107,283,50548,154,174,18897,154,109,31651,154
1108,282,50489,154,174,18921,154,108,31568,154
1109,278,50190,153,172,18403,153,106,31787,153
1110,279,50871,154,172,19069,154,107,31802,154
1111,270,49502,155,167,18519,155,103,30983,155
1112,252,43266,200,158,17162,200,94,26104,200
1113,271,49802,155,168,18553,155,103,31249,155
1114,279,50407,155,174,18979,155,105,31428,155
1115,272,50153,165,168,18573,165,104,31580,165
1116,271,50542,159,168,18857,159,103,31685,159
1117,279,50371,682,174,18955,682,105,31416,682
1118,277,50330,692,172,18837,692,105,31493,692
1119,272,50104,699,166,18405,699,106,31699,699
1120,278,50290,675,170,18651,675,108,31639,675
1121,283,50497,154,174,18873,154,109,31624,154
1122,275,50768,154,171,19027,154,104,31741,154
1123,274,50050,160,169,18605,160,105,31445,160
1124,276,50104,162,172,18813,162,104,31291,162
1125,282,50611,153,173,18841,153,109,31770,153
1126,277,50309,153,171,18751,153,106,31558,153
1127,278,50340,154,172,18789,154,106,31551,154
1128,48,5011,152,33,3070,152,15,1941,152
1129,1694,592720,169,876,128348,169,818,464372,169
1130,84,12579,154,55,5611,154,29,6968,154
1131,58,6877,154,37,3178,154,21,3699,154
1132,62,6737,153,44,4082,153,18,2655,153
1133,84,12961,154,55,5519,154,29,7442,154
1134,37,3722,155,25,2215,155,12,1507,155
1135,1739,563355,200,967,155236,200,772,408119,200
1136,47,4691,155,35,3199,155,12,1492,155
1137,119,21757,155,68,6551,155,51,15206,155
1138,74,10594,165,43,3590,165,31,7004,165
1139,86,11551,159,51,4003,159,35,7548,159
1140,89,10099,682,62,5293,682,27,4806,682
1141,1149,472204,692,587,83420,692,562,388784,692
1142,91,12747,699,51,3652,699,40,9095,699
1143,32,3864,675,23,1949,675,9,1915,675
1144,121,19300,154,78,8057,154,43,11243,154
1145,31,3264,154,25,2436,154,6,828,154
1146,143,38049,160,77,8808,160,66,29241,160
1147,1338,413018,162,726,115294,162,612,297724,162
1148,54,6675,153,36,3317,153,18,3358,153
1149,63,6743,153,44,4119,153,19,2624,153
1150,89,13488,154,56,5640,154,33,7848,154
1151,3060,1057088,152,2493,988321,152,567,68767,152
1152,2954,1042571,169,2433,978959,169,521,63612,169
1153,3005,1056848,154,2469,991362,154,536,65486,154
1154,2961,1038001,154,2441,974807,154,520,63194,154
1155,3023,1053142,153,2488,988632,153,535,64510,153
1156,3042,1053929,154,2494,986904,154,548,67025,154
1157,3069,1064963,155,2501,996236,155,568,68727,155
1158,3332,1124300,200,2649,1006436,200,683,117864,200
1159,2990,1040141,155,2464,972281,155,526,67860,155
1160,2996,1048022,155,2464,980596,155,532,67426,155
1161,3118,1057270,165,2530,982821,165,588,74449,165
1162,3802,1221000,159,2834,1038742,159,968,182258,159
1163,3153,1075421,682,2523,986918,682,630,88503,682
1164,3002,1045510,692,2463,976806,692,539,68704,692
1165,3303,1080326,699,2625,992331,699,678,87995,699
1166,2976,1038057,675,2444,969707,675,532,68350,675
1167,2977,1050707,154,2447,985265,154,530,65442,154
1168,2978,1046520,154,2447,982325,154,531,64195,154
1169,2941,1044289,160,2431,981733,160,510,62556,160
1170,3012,1043029,162,2466,973288,162,546,69741,162
1171,3343,1086931,153,2645,995731,153,698,91200,153
1172,3246,1080471,153,2597,995979,153,649,84492,153
1173,2918,1032895,154,2417,970209,154,501,62686,154
1174,1209,82996,152,609,42702,152,600,40294,152
1175,1179,81436,169,597,41966,169,582,39470,169
1176,1155,79642,154,582,40830,154,573,38812,154
1177,1190,82391,154,600,42334,154,590,40057,154
1178,1202,82736,153,606,42522,153,596,40214,153
1179,1191,81368,154,599,41766,154,592,39602,154
1180,1178,81720,155,596,42048,155,582,39672,155
1181,2029,147777,200,1167,84437,200,862,63340,200
1182,1168,80816,155,590,41499,155,578,39317,155
1183,1188,82456,155,596,42127,155,592,40329,155
1184,1187,81894,165,598,42042,165,589,39852,165
1185,1191,82246,159,602,42345,159,589,39901,159
1186,1165,79916,682,585,40884,682,580,39032,682
1187,1193,82824,692,605,42714,692,588,40110,692
1188,1199,82660,699,603,42421,699,596,40239,699
1189,1209,83448,675,609,42891,675,600,40557,675
1190,1206,83658,154,609,43017,154,597,40641,154
1191,1172,80522,154,591,41370,154,581,39152,154
1192,1173,81793,160,590,41844,160,583,39949,160
1193,1191,82458,162,602,42471,162,589,39987,162
1194,1192,81424,153,599,41929,153,593,39495,153
1195,1165,80676,153,589,41502,153,576,39174,153
1196,1168,79632,154,586,40755,154,582,38877,154
1197,442,37163,152,286,22346,152,156,14817,152
1198,452,38625,169,291,22788,169,161,15837,169
1199,440,37079,154,285,22304,154,155,14775,154
1200,458,39747,154,295,23526,154,163,16221,154
1201,455,38739,153,292,22818,153,163,15921,153
1202,438,36995,154,284,22262,154,154,14733,154
1203,457,38875,155,295,22996,155,162,15879,155
1204,659,66729,200,440,36976,200,219,29753,200
1205,526,44215,155,345,26482,155,181,17733,155
1206,531,45223,155,349,27204,155,182,18019,155
1207,512,42585,165,338,25956,165,174,16629,165
1208,526,44215,159,345,26482,159,181,17733,159
1209,511,42531,682,337,25902,682,174,16629,682
1210,523,44093,692,344,26444,692,179,17649,692
1211,515,42707,699,339,25994,699,176,16713,699
1212,593,60798,675,397,34091,675,196,26707,675
1213,446,37566,154,289,22626,154,157,14940,154
1214,452,38617,154,291,22780,154,161,15837,154
1215,444,37869,160,287,22476,160,157,15393,160
1216,455,38755,162,293,22876,162,162,15879,162
1217,441,37133,153,286,22358,153,155,14775,153
1218,454,39669,153,292,23490,153,162,16179,153
1219,445,37394,154,288,22454,154,157,14940,154
1220,132,17696,152,82,8956,152,50,8740,152
1221,98,9599,169,58,5537,169,40,4062,169
1222,126,17330,154,79,8797,154,47,8533,154
1223,136,18300,154,82,9183,154,54,9117,154
1224,125,17930,153,79,9215,153,46,8715,153
1225,96,9301,154,57,5374,154,39,3927,154
1226,138,18356,155,84,9161,155,54,9195,155
1227,219,31708,200,131,14117,200,88,17591,200
1228,91,8953,155,54,5085,155,37,3868,155
1229,131,18031,155,81,8919,155,50,9112,155
1230,137,19450,165,83,9575,165,54,9875,165
1231,129,17533,159,80,8839,159,49,8694,159
1232,122,17053,682,77,8583,682,45,8470,682
1233,127,17619,692,79,8927,692,48,8692,692
1234,89,8618,699,54,5085,699,35,3533,699
1235,128,17584,675,79,8797,675,49,8787,675
1236,136,18959,154,84,9612,154,52,9347,154
1237,124,17458,154,78,8793,154,46,8665,154
1238,96,9539,160,55,5257,160,41,4282,160
1239,127,17182,162,80,8709,162,47,8473,162
1240,95,9303,153,56,5429,153,39,3874,153
1241,137,18343,153,84,9194,153,53,9149,153
1242,124,18056,154,74,8615,154,50,9441,154
1243,375,39660,152,210,21393,152,165,18267,152
1244,377,40033,169,210,21417,169,167,18616,169
1245,373,39933,154,209,21417,154,164,18516,154
1246,367,39677,154,206,21497,154,161,18180,154
1247,358,38694,153,200,20805,153,158,17889,153
1248,377,40546,154,207,21331,154,170,19215,154
1249,367,39192,155,204,21021,155,163,18171,155
1250,772,97227,200,411,48167,200,361,49060,200
1251,370,39414,155,207,21235,155,163,18179,155
1252,365,39210,155,204,21097,155,161,18113,155
1253,368,39762,165,206,21177,165,162,18585,165
1254,366,38929,159,201,20842,159,165,18087,159
1255,372,40090,682,206,21442,682,166,18648,682
1256,376,39738,692,211,21451,692,165,18287,692
1257,365,38915,699,205,21111,699,160,17804,699
1258,365,39156,675,205,21135,675,160,18021,675
1259,365,39108,154,203,20979,154,162,18129,154
1260,419,61182,154,233,23621,154,186,37561,154
1261,357,38605,160,201,20966,160,156,17639,160
1262,368,39354,162,205,21135,162,163,18219,162
1263,361,38796,153,199,20691,153,162,18105,153
1264,371,40068,153,207,21527,153,164,18541,153
1265,369,39103,154,207,21214,154,162,17889,154
1266,0,0,152,0,0,152,0,0,152
1267,0,0,169,0,0,169,0,0,169
1268,0,0,154,0,0,154,0,0,154
1269,0,0,154,0,0,154,0,0,154
1270,0,0,153,0,0,153,0,0,153
1271,0,0,154,0,0,154,0,0,154
1272,0,0,155,0,0,155,0,0,155
1273,0,0,200,0,0,200,0,0,200
1274,0,0,155,0,0,155,0,0,155
1275,0,0,155,0,0,155,0,0,155
1276,0,0,165,0,0,165,0,0,165
1277,0,0,159,0,0,159,0,0,159
1278,0,0,682,0,0,682,0,0,682
1279,0,0,692,0,0,692,0,0,692
1280,0,0,699,0,0,699,0,0,699
1281,0,0,675,0,0,675,0,0,675
1282,0,0,154,0,0,154,0,0,154
1283,0,0,154,0,0,154,0,0,154
1284,0,0,160,0,0,160,0,0,160
1285,0,0,162,0,0,162,0,0,162
1286,0,0,153,0,0,153,0,0,153
1287,0,0,153,0,0,153,0,0,153
1288,0,0,154,0,0,154,0,0,154
1289,1964,144099,152,999,77500,152,965,66599,152
